Key,english
perkBoomstickRank27Desc,Breacher VII
perkBoomstickRank27LongDesc,"Breacher VII. Shotguns: block damage +53%, entity damage +27%, reload +16.3%, rate of fire +27%. Weapons degrade 27% slower per shot (if durability is enabled). Find chance: shotguns +6.2%, shells +6.2%. Shotgun Messiah books +6.2% until complete. Strength synergy: headshot +59%, dismember +29%. Stun: no special stun bonus."
perkBoomstickRank28Desc,Breacher VIII
perkBoomstickRank28LongDesc,"Breacher VIII. Shotguns: block damage +55%, entity damage +28%, reload +16.9%, rate of fire +28%. Weapons degrade 28% slower per shot (if durability is enabled). Find chance: shotguns +6.4%, shells +6.4%. Shotgun Messiah books +6.4% until complete. Strength synergy: headshot +61%, dismember +30%. Stun: no special stun bonus."
perkBoomstickRank29Desc,Breacher IX
perkBoomstickRank29LongDesc,"Breacher IX. Shotguns: block damage +57%, entity damage +29%, reload +17.5%, rate of fire +29%. Weapons degrade 29% slower per shot (if durability is enabled). Find chance: shotguns +6.6%, shells +6.6%. Shotgun Messiah books +6.6% until complete. Strength synergy: headshot +63%, dismember +31%. Stun: no special stun bonus."
perkBoomstickRank30Desc,Breacher X
perkBoomstickRank30LongDesc,"Breacher X. Shotguns: block damage +59%, entity damage +30%, reload +18.1%, rate of fire +30%. Weapons degrade 30% slower per shot (if durability is enabled). Find chance: shotguns +6.8%, shells +6.8%. Shotgun Messiah books +6.8% until complete. Strength synergy: headshot +67%, dismember +33%. Stun: Stun III on hit."
perkBoomstickRank31Desc,Street Sweeper I
perkBoomstickRank31LongDesc,"Street Sweeper I. Shotguns: block damage +61%, entity damage +31%, reload +18.7%, rate of fire +31%. Weapons degrade 31% slower per shot (if durability is enabled). Find chance: shotguns +6.9%, shells +6.9%. Shotgun Messiah books +6.9% until complete. Strength synergy: headshot +69%, dismember +34%. Stun: Stun III on hit."
perkBoomstickRank32Desc,Street Sweeper II
perkBoomstickRank32LongDesc,"Street Sweeper II. Shotguns: block damage +63%, entity damage +32%, reload +19.3%, rate of fire +32%. Weapons degrade 32% slower per shot (if durability is enabled). Find chance: shotguns +7.1%, shells +7.1%. Shotgun Messiah books +7.1% until complete. Strength synergy: headshot +71%, dismember +35%. Stun: Stun III on hit."
perkBoomstickRank33Desc,Street Sweeper III
perkBoomstickRank33LongDesc,"Street Sweeper III. Shotguns: block damage +65%, entity damage +33%, reload +19.9%, rate of fire +33%. Weapons degrade 33% slower per shot (if durability is enabled). Find chance: shotguns +7.3%, shells +7.3%. Shotgun Messiah books +7.3% until complete. Strength synergy: headshot +73%, dismember +36%. Stun: Stun III on hit."
perkBoomstickRank34Desc,Street Sweeper IV
perkBoomstickRank34LongDesc,"Street Sweeper IV. Shotguns: block damage +67%, entity damage +34%, reload +20.5%, rate of fire +34%. Weapons degrade 34% slower per shot (if durability is enabled). Find chance: shotguns +7.4%, shells +7.4%. Shotgun Messiah books +7.4% until complete. Strength synergy: headshot +75%, dismember +37%. Stun: Stun III on hit."
perkBoomstickRank35Desc,Street Sweeper V
perkBoomstickRank35LongDesc,"Street Sweeper V. Shotguns: block damage +69%, entity damage +35%, reload +21.1%, rate of fire +35%. Weapons degrade 35% slower per shot (if durability is enabled). Find chance: shotguns +7.6%, shells +7.6%. Shotgun Messiah books +7.6% until complete. Strength synergy: headshot +78%, dismember +38%. Stun: Stun III on hit."
perkBoomstickRank36Desc,Street Sweeper VI
perkBoomstickRank36LongDesc,"Street Sweeper VI. Shotguns: block damage +71%, entity damage +36%, reload +21.7%, rate of fire +36%. Weapons degrade 36% slower per shot (if durability is enabled). Find chance: shotguns +7.8%, shells +7.8%. Shotgun Messiah books +7.8% until complete. Strength synergy: headshot +80%, dismember +39%. Stun: Stun III on hit."
perkBoomstickRank37Desc,Street Sweeper VII
perkBoomstickRank37LongDesc,"Street Sweeper VII. Shotguns: block damage +73%, entity damage +37%, reload +22.3%, rate of fire +37%. Weapons degrade 37% slower per shot (if durability is enabled). Find chance: shotguns +7.9%, shells +7.9%. Shotgun Messiah books +7.9% until complete. Strength synergy: headshot +82%, dismember +40%. Stun: Stun III on hit."
perkBoomstickRank38Desc,Street Sweeper VIII
perkBoomstickRank38LongDesc,"Street Sweeper VIII. Shotguns: block damage +75%, entity damage +38%, reload +22.9%, rate of fire +38%. Weapons degrade 38% slower per shot (if durability is enabled). Find chance: shotguns +8.1%, shells +8.1%. Shotgun Messiah books +8.1% until complete. Strength synergy: headshot +84%, dismember +41%. Stun: Stun III on hit."
perkBoomstickRank39Desc,Street Sweeper IX
perkBoomstickRank39LongDesc,"Street Sweeper IX. Shotguns: block damage +77%, entity damage +39%, reload +23.4%, rate of fire +39%. Weapons degrade 39% slower per shot (if durability is enabled). Find chance: shotguns +8.3%, shells +8.3%. Shotgun Messiah books +8.3% until complete. Strength synergy: headshot +86%, dismember +42%. Stun: Stun III on hit."
perkBoomstickRank40Desc,Street Sweeper X
perkBoomstickRank40LongDesc,"Street Sweeper X. Shotguns: block damage +79%, entity damage +40%, reload +24.0%, rate of fire +40%. Weapons degrade 40% slower per shot (if durability is enabled). Find chance: shotguns +8.4%, shells +8.4%. Shotgun Messiah books +8.4% until complete. Strength synergy: headshot +88%, dismember +43%. Stun: Stun III on hit."
perkBoomstickRank41Desc,Boomstick I
perkBoomstickRank41LongDesc,"Boomstick I. Shotguns: block damage +81%, entity damage +41%, reload +24.6%, rate of fire +41%. Weapons degrade 41% slower per shot (if durability is enabled). Find chance: shotguns +8.6%, shells +8.6%. Shotgun Messiah books +8.6% until complete. Strength synergy: headshot +90%, dismember +44%. Stun: Stun III on hit."
perkBoomstickRank42Desc,Boomstick II
perkBoomstickRank42LongDesc,"Boomstick II. Shotguns: block damage +83%, entity damage +42%, reload +25.2%, rate of fire +42%. Weapons degrade 42% slower per shot (if durability is enabled). Find chance: shotguns +8.8%, shells +8.8%. Shotgun Messiah books +8.8% until complete. Strength synergy: headshot +92%, dismember +44%. Stun: Stun III on hit."
perkBoomstickRank43Desc,Boomstick III
perkBoomstickRank43LongDesc,"Boomstick III. Shotguns: block damage +85%, entity damage +43%, reload +25.8%, rate of fire +43%. Weapons degrade 43% slower per shot (if durability is enabled). Find chance: shotguns +9.0%, shells +9.0%. Shotgun Messiah books +9.0% until complete. Strength synergy: headshot +94%, dismember +45%. Stun: Stun III on hit."
perkBoomstickRank44Desc,Boomstick IV
perkBoomstickRank44LongDesc,"Boomstick IV. Shotguns: block damage +87%, entity damage +44%, reload +26.4%, rate of fire +44%. Weapons degrade 44% slower per shot (if durability is enabled). Find chance: shotguns +9.1%, shells +9.1%. Shotgun Messiah books +9.1% until complete. Strength synergy: headshot +96%, dismember +45%. Stun: Stun III on hit."
perkBoomstickRank45Desc,Boomstick V
perkBoomstickRank45LongDesc,"Boomstick V. Shotguns: block damage +89%, entity damage +45%, reload +27.0%, rate of fire +45%. Weapons degrade 45% slower per shot (if durability is enabled). Find chance: shotguns +9.3%, shells +9.3%. Shotgun Messiah books +9.3% until complete. Strength synergy: headshot +98%, dismember +45%. Stun: Stun III on hit."
perkBoomstickRank46Desc,Boomstick VI
perkBoomstickRank46LongDesc,"Boomstick VI. Shotguns: block damage +91%, entity damage +46%, reload +27.6%, rate of fire +46%. Weapons degrade 46% slower per shot (if durability is enabled). Find chance: shotguns +9.5%, shells +9.5%. Shotgun Messiah books +9.5% until complete. Strength synergy: headshot +100%, dismember +45%. Stun: Stun III on hit."
perkBoomstickRank47Desc,Boomstick VII
perkBoomstickRank47LongDesc,"Boomstick VII. Shotguns: block damage +93%, entity damage +47%, reload +28.2%, rate of fire +47%. Weapons degrade 47% slower per shot (if durability is enabled). Find chance: shotguns +9.6%, shells +9.6%. Shotgun Messiah books +9.6% until complete. Strength synergy: headshot +100%, dismember +45%. Stun: Stun III on hit."
perkBoomstickRank48Desc,Boomstick VIII
perkBoomstickRank48LongDesc,"Boomstick VIII. Shotguns: block damage +95%, entity damage +48%, reload +28.8%, rate of fire +48%. Weapons degrade 48% slower per shot (if durability is enabled). Find chance: shotguns +9.8%, shells +9.8%. Shotgun Messiah books +9.8% until complete. Strength synergy: headshot +100%, dismember +45%. Stun: Stun III on hit."
perkBoomstickRank49Desc,Boomstick IX
perkBoomstickRank49LongDesc,"Boomstick IX. Shotguns: block damage +97%, entity damage +49%, reload +29.4%, rate of fire +49%. Weapons degrade 49.5% slower per shot (if durability is enabled). Find chance: shotguns +10.0%, shells +10.0%. Shotgun Messiah books +10.0% until complete. Strength synergy: headshot +100%, dismember +45%. Stun: Stun III on hit."
perkBoomstickRank50Desc,Boomstick X
perkBoomstickRank50LongDesc,"Boomstick X. Shotguns: block damage +100%, entity damage +50%, reload +30.0%, rate of fire +50%. Weapons degrade 50% slower per shot (if durability is enabled). Find chance: shotguns +10.0%, shells +10.0%. Shotgun Messiah books +10.0% until complete. Strength synergy: headshot +100%, dismember +45%. Stun: Stun III on hit. Leg shots cripple walkers (legs only)."
perkBrawlerRank1Desc,Scrapper I
perkBrawlerRank1LongDesc,"Scrapper I. Knuckles & fists: block damage +1%, entity damage +1%. Stamina use: primary -1.0%, secondary -1.0%. Weapons degrade 1% slower per hit (if durability is enabled). Flurry of Fortitude: +5.0% attack speed. Find chance: knuckles +2.0%. Bar Brawling books +2.0% until complete. Effects do not apply to turrets. On kill: regain +0.3 Stamina after 1.0s."
perkBrawlerRank2Desc,Scrapper II
perkBrawlerRank2LongDesc,"Scrapper II. Knuckles & fists: block damage +3%, entity damage +2%. Stamina use: primary -1.5%, secondary -2.0%. Weapons degrade 2% slower per hit (if durability is enabled). Flurry of Fortitude: +5.4% attack speed. Find chance: knuckles +2.2%. Bar Brawling books +2.2% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +10%, dismember +5%. On kill: regain +0.6 Stamina after 1.0s."
perkBrawlerRank3Desc,Scrapper III
perkBrawlerRank3LongDesc,"Scrapper III. Knuckles & fists: block damage +5%, entity damage +3%. Stamina use: primary -2.0%, secondary -3.0%. Weapons degrade 3% slower per hit (if durability is enabled). Flurry of Fortitude: +5.8% attack speed. Find chance: knuckles +2.3%. Bar Brawling books +2.3% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +12%, dismember +6%. On kill: regain +0.9 Stamina after 1.0s."
perkBrawlerRank4Desc,Scrapper IV
perkBrawlerRank4LongDesc,"Scrapper IV. Knuckles & fists: block damage +7%, entity damage +4%. Stamina use: primary -2.5%, secondary -4.0%. Weapons degrade 4% slower per hit (if durability is enabled). Flurry of Fortitude: +6.2% attack speed. Find chance: knuckles +2.5%. Bar Brawling books +2.5% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +14%, dismember +7%. On kill: regain +1.2 Stamina after 1.0s."
perkBrawlerRank5Desc,Scrapper V
perkBrawlerRank5LongDesc,"Scrapper V. Knuckles & fists: block damage +9%, entity damage +5%. Stamina use: primary -3.0%, secondary -5.0%. Weapons degrade 5% slower per hit (if durability is enabled). Flurry of Fortitude: +6.6% attack speed. Find chance: knuckles +2.7%. Bar Brawling books +2.7% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +16%, dismember +8%. Head dismember chance +20% (from level 5). On kill: regain +1.5 Stamina after 1.0s."
perkBrawlerRank6Desc,Scrapper VI
perkBrawlerRank6LongDesc,"Scrapper VI. Knuckles & fists: block damage +11%, entity damage +6%. Stamina use: primary -3.4%, secondary -6.0%. Weapons degrade 6% slower per hit (if durability is enabled). Flurry of Fortitude: +7.0% attack speed. Find chance: knuckles +2.8%. Bar Brawling books +2.8% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +18%, dismember +9%. Head dismember chance +20% (from level 5). On kill: regain +1.8 Stamina after 1.0s."
perkBrawlerRank7Desc,Scrapper VII
perkBrawlerRank7LongDesc,"Scrapper VII. Knuckles & fists: block damage +13%, entity damage +7%. Stamina use: primary -3.9%, secondary -7.0%. Weapons degrade 7% slower per hit (if durability is enabled). Flurry of Fortitude: +7.4% attack speed. Find chance: knuckles +3.0%. Bar Brawling books +3.0% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +20%, dismember +9%. Head dismember chance +20% (from level 5). On kill: regain +2.1 Stamina after 1.0s."
perkBrawlerRank8Desc,Scrapper VIII
perkBrawlerRank8LongDesc,"Scrapper VIII. Knuckles & fists: block damage +15%, entity damage +8%. Stamina use: primary -4.4%, secondary -8.0%. Weapons degrade 8% slower per hit (if durability is enabled). Flurry of Fortitude: +7.9% attack speed. Find chance: knuckles +3.1%. Bar Brawling books +3.1% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +22%, dismember +10%. Head dismember chance +20% (from level 5). On kill: regain +2.4 Stamina after 1.0s."
perkBrawlerRank9Desc,Scrapper IX
perkBrawlerRank9LongDesc,"Scrapper IX. Knuckles & fists: block damage +17%, entity damage +9%. Stamina use: primary -4.9%, secondary -9.0%. Weapons degrade 9% slower per hit (if durability is enabled). Flurry of Fortitude: +8.3% attack speed. Find chance: knuckles +3.3%. Bar Brawling books +3.3% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +23%, dismember +11%. Head dismember chance +20% (from level 5). On kill: regain +2.7 Stamina after 1.0s."
perkBrawlerRank10Desc,Scrapper X
perkBrawlerRank10LongDesc,"Scrapper X. Knuckles & fists: block damage +19%, entity damage +10%. Stamina use: primary -5.4%, secondary -10.0%. Weapons degrade 10% slower per hit (if durability is enabled). Flurry of Fortitude: +8.7% attack speed. Find chance: knuckles +3.4%. Bar Brawling books +3.4% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +25%, dismember +12%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. On kill: regain +3.0 Stamina after 1.0s."
perkBrawlerRank11Desc,Bruiser I
perkBrawlerRank11LongDesc,"Bruiser I. Knuckles & fists: block damage +21%, entity damage +11%. Stamina use: primary -5.9%, secondary -11.0%. Weapons degrade 11% slower per hit (if durability is enabled). Flurry of Fortitude: +9.1% attack speed. Find chance: knuckles +3.6%. Bar Brawling books +3.6% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +27%, dismember +13%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. On kill: regain +3.3 Stamina after 1.0s."
perkBrawlerRank12Desc,Bruiser II
perkBrawlerRank12LongDesc,"Bruiser II. Knuckles & fists: block damage +23%, entity damage +12%. Stamina use: primary -6.3%, secondary -12.0%. Weapons degrade 12% slower per hit (if durability is enabled). Flurry of Fortitude: +9.5% attack speed. Find chance: knuckles +3.8%. Bar Brawling books +3.8% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +29%, dismember +14%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. On kill: regain +3.6 Stamina after 1.0s."
perkBrawlerRank13Desc,Bruiser III
perkBrawlerRank13LongDesc,"Bruiser III. Knuckles & fists: block damage +25%, entity damage +13%. Stamina use: primary -6.8%, secondary -13.0%. Weapons degrade 13% slower per hit (if durability is enabled). Flurry of Fortitude: +9.9% attack speed. Find chance: knuckles +3.9%. Bar Brawling books +3.9% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +31%, dismember +15%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. On kill: regain +3.9 Stamina after 1.0s."
perkBrawlerRank14Desc,Bruiser IV
perkBrawlerRank14LongDesc,"Bruiser IV. Knuckles & fists: block damage +27%, entity damage +14%. Stamina use: primary -7.3%, secondary -14.0%. Weapons degrade 14% slower per hit (if durability is enabled). Flurry of Fortitude: +10.3% attack speed. Find chance: knuckles +4.1%. Bar Brawling books +4.1% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +33%, dismember +16%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. On kill: regain +4.2 Stamina after 1.0s."
perkBrawlerRank15Desc,Bruiser V
perkBrawlerRank15LongDesc,"Bruiser V. Knuckles & fists: block damage +29%, entity damage +15%. Stamina use: primary -7.8%, secondary -15.0%. Weapons degrade 15% slower per hit (if durability is enabled). Flurry of Fortitude: +10.7% attack speed. Find chance: knuckles +4.2%. Bar Brawling books +4.2% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +35%, dismember +17%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. On kill: regain +4.5 Stamina after 1.0s."
perkBrawlerRank16Desc,Bruiser VI
perkBrawlerRank16LongDesc,"Bruiser VI. Knuckles & fists: block damage +31%, entity damage +16%. Stamina use: primary -8.3%, secondary -16.0%. Weapons degrade 16% slower per hit (if durability is enabled). Flurry of Fortitude: +11.1% attack speed. Find chance: knuckles +4.4%. Bar Brawling books +4.4% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +37%, dismember +18%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. On kill: regain +4.8 Stamina after 1.0s."
perkBrawlerRank17Desc,Bruiser VII
perkBrawlerRank17LongDesc,"Bruiser VII. Knuckles & fists: block damage +33%, entity damage +17%. Stamina use: primary -8.8%, secondary -17.0%. Weapons degrade 17% slower per hit (if durability is enabled). Flurry of Fortitude: +11.5% attack speed. Find chance: knuckles +4.6%. Bar Brawling books +4.6% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +39%, dismember +19%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. On kill: regain +5.1 Stamina after 1.0s."
perkBrawlerRank18Desc,Bruiser VIII
perkBrawlerRank18LongDesc,"Bruiser VIII. Knuckles & fists: block damage +35%, entity damage +18%. Stamina use: primary -9.3%, secondary -18.0%. Weapons degrade 18% slower per hit (if durability is enabled). Flurry of Fortitude: +11.9% attack speed. Find chance: knuckles +4.7%. Bar Brawling books +4.7% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +41%, dismember +20%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. On kill: regain +5.4 Stamina after 1.0s."
perkBrawlerRank19Desc,Bruiser IX
perkBrawlerRank19LongDesc,"Bruiser IX. Knuckles & fists: block damage +37%, entity damage +19%. Stamina use: primary -9.8%, secondary -19.0%. Weapons degrade 19% slower per hit (if durability is enabled). Flurry of Fortitude: +12.3% attack speed. Find chance: knuckles +4.9%. Bar Brawling books +4.9% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +43%, dismember +21%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. On kill: regain +5.7 Stamina after 1.0s."
perkBrawlerRank20Desc,Bruiser X
perkBrawlerRank20LongDesc,"Bruiser X. Knuckles & fists: block damage +39%, entity damage +20%. Stamina use: primary -10.2%, secondary -20.0%. Weapons degrade 20% slower per hit (if durability is enabled). Flurry of Fortitude: +12.7% attack speed. Find chance: knuckles +5.1%. Bar Brawling books +5.1% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +45%, dismember +22%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +6.0 Stamina after 1.0s."
perkBrawlerRank21Desc,Pit Fighter I
perkBrawlerRank21LongDesc,"Pit Fighter I. Knuckles & fists: block damage +41%, entity damage +21%. Stamina use: primary -10.7%, secondary -21.0%. Weapons degrade 21% slower per hit (if durability is enabled). Flurry of Fortitude: +13.1% attack speed. Find chance: knuckles +5.2%. Bar Brawling books +5.2% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +47%, dismember +23%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +6.3 Stamina after 1.0s."
perkBrawlerRank22Desc,Pit Fighter II
perkBrawlerRank22LongDesc,"Pit Fighter II. Knuckles & fists: block damage +43%, entity damage +22%. Stamina use: primary -11.2%, secondary -22.0%. Weapons degrade 22% slower per hit (if durability is enabled). Flurry of Fortitude: +13.5% attack speed. Find chance: knuckles +5.4%. Bar Brawling books +5.4% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +49%, dismember +24%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +6.6 Stamina after 1.0s."
perkBrawlerRank23Desc,Pit Fighter III
perkBrawlerRank23LongDesc,"Pit Fighter III. Knuckles & fists: block damage +45%, entity damage +23%. Stamina use: primary -11.7%, secondary -23.0%. Weapons degrade 23% slower per hit (if durability is enabled). Flurry of Fortitude: +13.9% attack speed. Find chance: knuckles +5.6%. Bar Brawling books +5.6% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +51%, dismember +25%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +6.9 Stamina after 1.0s."
perkBrawlerRank24Desc,Pit Fighter IV
perkBrawlerRank24LongDesc,"Pit Fighter IV. Knuckles & fists: block damage +47%, entity damage +24%. Stamina use: primary -12.2%, secondary -24.0%. Weapons degrade 24% slower per hit (if durability is enabled). Flurry of Fortitude: +14.3% attack speed. Find chance: knuckles +5.7%. Bar Brawling books +5.7% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +53%, dismember +26%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +7.2 Stamina after 1.0s."
perkBrawlerRank25Desc,Pit Fighter V
perkBrawlerRank25LongDesc,"Pit Fighter V. Knuckles & fists: block damage +49%, entity damage +25%. Stamina use: primary -12.7%, secondary -25.0%. Weapons degrade 25% slower per hit (if durability is enabled). Flurry of Fortitude: +14.7% attack speed. Find chance: knuckles +5.9%. Bar Brawling books +5.9% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +55%, dismember +27%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +7.5 Stamina after 1.0s."
perkBrawlerRank26Desc,Pit Fighter VI
perkBrawlerRank26LongDesc,"Pit Fighter VI. Knuckles & fists: block damage +51%, entity damage +26%. Stamina use: primary -13.2%, secondary -26.0%. Weapons degrade 26% slower per hit (if durability is enabled). Flurry of Fortitude: +15.1% attack speed. Find chance: knuckles +6.1%. Bar Brawling books +6.1% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +57%, dismember +28%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +7.8 Stamina after 1.0s."
perkBrawlerRank27Desc,Pit Fighter VII
perkBrawlerRank27LongDesc,"Pit Fighter VII. Knuckles & fists: block damage +53%, entity damage +27%. Stamina use: primary -13.7%, secondary -27.0%. Weapons degrade 27% slower per hit (if durability is enabled). Flurry of Fortitude: +15.5% attack speed. Find chance: knuckles +6.2%. Bar Brawling books +6.2% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +59%, dismember +29%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +8.1 Stamina after 1.0s."
perkBrawlerRank28Desc,Pit Fighter VIII
perkBrawlerRank28LongDesc,"Pit Fighter VIII. Knuckles & fists: block damage +55%, entity damage +28%. Stamina use: primary -14.2%, secondary -28.0%. Weapons degrade 28% slower per hit (if durability is enabled). Flurry of Fortitude: +15.9% attack speed. Find chance: knuckles +6.4%. Bar Brawling books +6.4% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +61%, dismember +30%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +8.4 Stamina after 1.0s."
perkBrawlerRank29Desc,Pit Fighter IX
perkBrawlerRank29LongDesc,"Pit Fighter IX. Knuckles & fists: block damage +57%, entity damage +29%. Stamina use: primary -14.6%, secondary -29.0%. Weapons degrade 29% slower per hit (if durability is enabled). Flurry of Fortitude: +16.3% attack speed. Find chance: knuckles +6.6%. Bar Brawling books +6.6% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +63%, dismember +31%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +8.7 Stamina after 1.0s."
perkBrawlerRank30Desc,Pit Fighter X
perkBrawlerRank30LongDesc,"Pit Fighter X. Knuckles & fists: block damage +59%, entity damage +30%. Stamina use: primary -15.1%, secondary -30.0%. Weapons degrade 30% slower per hit (if durability is enabled). Flurry of Fortitude: +16.7% attack speed. Find chance: knuckles +6.8%. Bar Brawling books +6.8% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +65%, dismember +32%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 20% on power attack. On kill: regain +19.0 Stamina after 1.0s."
perkBrawlerRank31Desc,Prizefighter I
perkBrawlerRank31LongDesc,"Prizefighter I. Knuckles & fists: block damage +61%, entity damage +31%. Stamina use: primary -15.6%, secondary -31.0%. Weapons degrade 31% slower per hit (if durability is enabled). Flurry of Fortitude: +17.1% attack speed. Find chance: knuckles +6.9%. Bar Brawling books +6.9% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +67%, dismember +33%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +9.3 Stamina after 1.0s."
perkBrawlerRank32Desc,Prizefighter II
perkBrawlerRank32LongDesc,"Prizefighter II. Knuckles & fists: block damage +63%, entity damage +32%. Stamina use: primary -16.1%, secondary -32.0%. Weapons degrade 32% slower per hit (if durability is enabled). Flurry of Fortitude: +17.5% attack speed. Find chance: knuckles +7.1%. Bar Brawling books +7.1% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +69%, dismember +34%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +9.6 Stamina after 1.0s."
perkBrawlerRank33Desc,Prizefighter III
perkBrawlerRank33LongDesc,"Prizefighter III. Knuckles & fists: block damage +65%, entity damage +33%. Stamina use: primary -16.6%, secondary -33.0%. Weapons degrade 33% slower per hit (if durability is enabled). Flurry of Fortitude: +17.9% attack speed. Find chance: knuckles +7.3%. Bar Brawling books +7.3% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +71%, dismember +35%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +9.9 Stamina after 1.0s."
perkBrawlerRank34Desc,Prizefighter IV
perkBrawlerRank34LongDesc,"Prizefighter IV. Knuckles & fists: block damage +67%, entity damage +34%. Stamina use: primary -17.1%, secondary -34.0%. Weapons degrade 34% slower per hit (if durability is enabled). Flurry of Fortitude: +18.3% attack speed. Find chance: knuckles +7.4%. Bar Brawling books +7.4% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +73%, dismember +36%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +10.2 Stamina after 1.0s."
perkBrawlerRank35Desc,Prizefighter V
perkBrawlerRank35LongDesc,"Prizefighter V. Knuckles & fists: block damage +69%, entity damage +35%. Stamina use: primary -17.6%, secondary -35.0%. Weapons degrade 35% slower per hit (if durability is enabled). Flurry of Fortitude: +18.7% attack speed. Find chance: knuckles +7.6%. Bar Brawling books +7.6% until complete. Effects do not apply to turrets. Fortitude synergy: headshot +75%, dismember +37%. Head dismember chance +20% (from level 5). Head hits inflict No Teeth trauma. Power attacks: 30% chance to Stun. Knockdown: 30% on power attack. On kill: regain +10.5 Stamina after 1.0s."
perkBrawlerRank36Desc,Prizefighter VI
